시도,시군구,행정구역명,행정동(행정기관명),법정동,행정구역코드,행정기관코드,행정기관 생성일,법정동코드,법정동 관할지역,행정동 영문명칭,비고
서울특별시,종로구,청운효자동,청운효자동,청운동,1101072,1111051500,20081101,1111010100,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,신교동,1101072,1111051500,20081101,1111010200,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,궁정동,1101072,1111051500,20081101,1111010300,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,효자동,1101072,1111051500,20081101,1111010400,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,창성동,1101072,1111051500,20081101,1111010500,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,통인동,1101072,1111051500,20081101,1111010800,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,누상동,1101072,1111051500,20081101,1111010900,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,누하동,1101072,1111051500,20081101,1111011000,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,옥인동,1101072,1111051500,20081101,1111011100,,Cheongunhyoja-dong,
서울특별시,종로구,청운효자동,청운효자동,세종로,1101072,1111051500,20081101,1111011900,분할연계,Cheongunhyoja-dong,
서울특별시,종로구,사직동,사직동,통의동,1101053,1111053000,19880423,1111010600,,Sajik-dong,
서울특별시,종로구,사직동,사직동,적선동,1101053,1111053000,19880423,1111010700,,Sajik-dong,
서울특별시,종로구,사직동,사직동,체부동,1101053,1111053000,19880423,1111011200,,Sajik-dong,
서울특별시,종로구,사직동,사직동,필운동,1101053,1111053000,19880423,1111011300,,Sajik-dong,
서울특별시,종로구,사직동,사직동,내자동,1101053,1111053000,19880423,1111011400,,Sajik-dong,
서울특별시,종로구,사직동,사직동,사직동,1101053,1111053000,19880423,1111011500,,Sajik-dong,
서울특별시,종로구,사직동,사직동,도렴동,1101053,1111053000,19880423,1111011600,,Sajik-dong,
서울특별시,종로구,사직동,사직동,당주동,1101053,1111053000,19880423,1111011700,,Sajik-dong,
서울특별시,종로구,사직동,사직동,내수동,1101053,1111053000,19880423,1111011800,,Sajik-dong,
서울특별시,종로구,사직동,사직동,세종로,1101053,1111053000,19880423,1111011900,분할연계,Sajik-dong,
서울특별시,종로구,사직동,사직동,신문로1가,1101053,1111053000,19880423,1111012000,,Sajik-dong,
서울특별시,종로구,사직동,사직동,신문로2가,1101053,1111053000,19880423,1111012100,,Sajik-dong,
서울특별시,종로구,삼청동,삼청동,팔판동,1101054,1111054000,19880423,1111013900,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,삼청동,1101054,1111054000,19880423,1111014000,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,안국동,1101054,1111054000,19880423,1111014100,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,소격동,1101054,1111054000,19880423,1111014200,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,화동,1101054,1111054000,19880423,1111014300,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,사간동,1101054,1111054000,19880423,1111014400,,Samcheong-dong,
서울특별시,종로구,삼청동,삼청동,송현동,1101054,1111054000,19880423,1111014500,,Samcheong-dong,
서울특별시,종로구,부암동,부암동,부암동,1101055,1111055000,19880423,1111018400,,Buam-dong,
서울특별시,종로구,부암동,부암동,홍지동,1101055,1111055000,19880423,1111018500,,Buam-dong,
서울특별시,종로구,부암동,부암동,신영동,1101055,1111055000,19880423,1111018600,,Buam-dong,
서울특별시,종로구,평창동,평창동,구기동,1101056,1111056000,19880423,1111018200,,Pyeongchang-dong,
서울특별시,종로구,평창동,평창동,평창동,1101056,1111056000,19880423,1111018300,,Pyeongchang-dong,
서울특별시,종로구,무악동,무악동,무악동,1101057,1111057000,19880423,1111018700,,Muak-dong,
서울특별시,종로구,교남동,교남동,교남동,1101058,1111058000,19880423,1111017600,,Gyonam-dong,
서울특별시,종로구,교남동,교남동,평동,1101058,1111058000,19880423,1111017700,,Gyonam-dong,
서울특별시,종로구,교남동,교남동,송월동,1101058,1111058000,19880423,1111017800,,Gyonam-dong,
서울특별시,종로구,교남동,교남동,홍파동,1101058,1111058000,19880423,1111017900,,Gyonam-dong,
서울특별시,종로구,교남동,교남동,교북동,1101058,1111058000,19880423,1111018000,,Gyonam-dong,
서울특별시,종로구,교남동,교남동,행촌동,1101058,1111058000,19880423,1111018100,,Gyonam-dong,
서울특별시,종로구,가회동,가회동,가회동,1101060,1111060000,19880423,1111014600,,Gahoe-dong,
서울특별시,종로구,가회동,가회동,재동,1101060,1111060000,19880423,1111014700,,Gahoe-dong,
서울특별시,종로구,가회동,가회동,계동,1101060,1111060000,19880423,1111014800,,Gahoe-dong,
서울특별시,종로구,가회동,가회동,원서동,1101060,1111060000,19880423,1111014900,,Gahoe-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,세종로,1101061,1111061500,20110501,1111011900,분할연계,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,청진동,1101061,1111061500,20110501,1111012200,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,서린동,1101061,1111061500,20110501,1111012300,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,수송동,1101061,1111061500,20110501,1111012400,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,중학동,1101061,1111061500,20110501,1111012500,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로1가,1101061,1111061500,20110501,1111012600,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,공평동,1101061,1111061500,20110501,1111012700,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관훈동,1101061,1111061500,20110501,1111012800,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,견지동,1101061,1111061500,20110501,1111012900,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,와룡동,1101061,1111061500,20110501,1111013000,분할연계,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,권농동,1101061,1111061500,20110501,1111013100,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,운니동,1101061,1111061500,20110501,1111013200,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,익선동,1101061,1111061500,20110501,1111013300,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,경운동,1101061,1111061500,20110501,1111013400,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관철동,1101061,1111061500,20110501,1111013500,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,인사동,1101061,1111061500,20110501,1111013600,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,낙원동,1101061,1111061500,20110501,1111013700,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로2가,1101061,1111061500,20110501,1111013800,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,훈정동,1101061,1111061500,20110501,1111015000,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,묘동,1101061,1111061500,20110501,1111015100,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,봉익동,1101061,1111061500,20110501,1111015200,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,돈의동,1101061,1111061500,20110501,1111015300,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,장사동,1101061,1111061500,20110501,1111015400,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관수동,1101061,1111061500,20110501,1111015500,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로3가,1101061,1111061500,20110501,1111015600,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,인의동,1101061,1111061500,20110501,1111015700,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,예지동,1101061,1111061500,20110501,1111015800,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,원남동,1101061,1111061500,20110501,1111015900,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로4가,1101061,1111061500,20110501,1111016100,,Jongno 1.2.3.4(ilisamsa)-ga-dong,
서울특별시,종로구,종로5.6가동,종로5.6가동,연지동,1101063,1111063000,19880423,1111016000,,Jongno 5.6(oryuk)-ga-dong,
서울특별시,종로구,종로5.6가동,종로5.6가동,효제동,1101063,1111063000,19880423,1111016200,,Jongno 5.6(oryuk)-ga-dong,
서울특별시,종로구,종로5.6가동,종로5.6가동,종로5가,1101063,1111063000,19880423,1111016300,,Jongno 5.6(oryuk)-ga-dong,
서울특별시,종로구,종로5.6가동,종로5.6가동,종로6가,1101063,1111063000,19880423,1111016400,,Jongno 5.6(oryuk)-ga-dong,
서울특별시,종로구,종로5.6가동,종로5.6가동,충신동,1101063,1111063000,19880423,1111016700,,Jongno 5.6(oryuk)-ga-dong,
서울특별시,종로구,이화동,이화동,이화동,1101064,1111064000,19880423,1111016500,,Ihwa-dong,
서울특별시,종로구,이화동,이화동,연건동,1101064,1111064000,19880423,1111016600,,Ihwa-dong,
서울특별시,종로구,이화동,이화동,동숭동,1101064,1111064000,19880423,1111016800,,Ihwa-dong,
서울특별시,종로구,혜화동,혜화동,와룡동,1101073,1111065000,20120801,1111013000,분할연계,Hyehwa-dong,
서울특별시,종로구,혜화동,혜화동,혜화동,1101073,1111065000,20120801,1111016900,,Hyehwa-dong,
서울특별시,종로구,혜화동,혜화동,명륜1가,1101073,1111065000,20120801,1111017000,,Hyehwa-dong,
서울특별시,종로구,혜화동,혜화동,명륜2가,1101073,1111065000,20120801,1111017100,,Hyehwa-dong,
서울특별시,종로구,혜화동,혜화동,명륜4가,1101073,1111065000,20120801,1111017200,,Hyehwa-dong,
서울특별시,종로구,혜화동,혜화동,명륜3가,1101073,1111065000,20120801,1111017300,,Hyehwa-dong,
서울특별시,종로구,창신1동,창신제1동,창신동,1101067,1111067000,19880423,1111017400,분할연계,Changsin 1(il)-dong,
서울특별시,종로구,창신2동,창신제2동,창신동,1101068,1111068000,19880423,1111017400,분할연계,Changsin 2(i)-dong,
서울특별시,종로구,창신3동,창신제3동,창신동,1101069,1111069000,19880423,1111017400,분할연계,Changsin 3(sam)-dong,
서울특별시,종로구,숭인1동,숭인제1동,숭인동,1101070,1111070000,19880423,1111017500,분할연계,Sungin 1(il)-dong,
서울특별시,종로구,숭인2동,숭인제2동,숭인동,1101071,1111071000,19880423,1111017500,분할연계,Sungin 2(i)-dong,
서울특별시,중구,소공동,소공동,소공동,1102052,1114052000,19880423,1114011100,,Sogong-dong,
서울특별시,중구,소공동,소공동,북창동,1102052,1114052000,19880423,1114011300,,Sogong-dong,
서울특별시,중구,소공동,소공동,태평로2가,1102052,1114052000,19880423,1114011400,,Sogong-dong,
서울특별시,중구,소공동,소공동,남대문로2가,1102052,1114052000,19880423,1114011500,분할연계,Sogong-dong,
서울특별시,중구,소공동,소공동,남대문로3가,1102052,1114052000,19880423,1114011600,분할연계,Sogong-dong,
서울특별시,중구,소공동,소공동,남대문로4가,1102052,1114052000,19880423,1114011700,분할연계,Sogong-dong,
서울특별시,중구,소공동,소공동,봉래동1가,1102052,1114052000,19880423,1114011900,분할연계,Sogong-dong,
서울특별시,중구,소공동,소공동,서소문동,1102052,1114052000,19880423,1114016600,,Sogong-dong,
서울특별시,중구,소공동,소공동,정동,1102052,1114052000,19880423,1114016700,,Sogong-dong,
서울특별시,중구,소공동,소공동,순화동,1102052,1114052000,19880423,1114016800,분할연계,Sogong-dong,
서울특별시,중구,소공동,소공동,의주로1가,1102052,1114052000,19880423,1114016900,,Sogong-dong,
서울특별시,중구,소공동,소공동,충정로1가,1102052,1114052000,19880423,1114017000,,Sogong-dong,
서울특별시,중구,회현동,회현동,남창동,1102054,1114054000,19880423,1114011200,,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,남대문로3가,1102054,1114054000,19880423,1114011600,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,남대문로4가,1102054,1114054000,19880423,1114011700,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,남대문로5가,1102054,1114054000,19880423,1114011800,,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,봉래동1가,1102054,1114054000,19880423,1114011900,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,봉래동2가,1102054,1114054000,19880423,1114012000,,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,회현동1가,1102054,1114054000,19880423,1114012100,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,회현동2가,1102054,1114054000,19880423,1114012200,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,충무로1가,1102054,1114054000,19880423,1114012400,분할연계,Hoehyeon-dong,
서울특별시,중구,회현동,회현동,순화동,1102054,1114054000,19880423,1114016800,분할연계,Hoehyeon-dong,
서울특별시,중구,명동,명동,무교동,1102055,1114055000,19980914,1114010100,,Myeong-dong,
서울특별시,중구,명동,명동,다동,1102055,1114055000,19980914,1114010200,,Myeong-dong,
서울특별시,중구,명동,명동,태평로1가,1102055,1114055000,19980914,1114010300,,Myeong-dong,
서울특별시,중구,명동,명동,을지로1가,1102055,1114055000,19980914,1114010400,,Myeong-dong,
서울특별시,중구,명동,명동,을지로2가,1102055,1114055000,19980914,1114010500,,Myeong-dong,
서울특별시,중구,명동,명동,남대문로1가,1102055,1114055000,19980914,1114010600,,Myeong-dong,
서울특별시,중구,명동,명동,삼각동,1102055,1114055000,19980914,1114010700,,Myeong-dong,
서울특별시,중구,명동,명동,수하동,1102055,1114055000,19980914,1114010800,,Myeong-dong,
서울특별시,중구,명동,명동,장교동,1102055,1114055000,19980914,1114010900,,Myeong-dong,
서울특별시,중구,명동,명동,수표동,1102055,1114055000,19980914,1114011000,,Myeong-dong,
서울특별시,중구,명동,명동,남대문로2가,1102055,1114055000,19980914,1114011500,분할연계,Myeong-dong,
서울특별시,중구,명동,명동,회현동1가,1102055,1114055000,19980914,1114012100,분할연계,Myeong-dong,
서울특별시,중구,명동,명동,회현동2가,1102055,1114055000,19980914,1114012200,분할연계,Myeong-dong,
서울특별시,중구,명동,명동,회현동3가,1102055,1114055000,19980914,1114012300,,Myeong-dong,
서울특별시,중구,명동,명동,충무로1가,1102055,1114055000,19980914,1114012400,분할연계,Myeong-dong,
서울특별시,중구,명동,명동,충무로2가,1102055,1114055000,19980914,1114012500,,Myeong-dong,
서울특별시,중구,명동,명동,명동1가,1102055,1114055000,19980914,1114012600,,Myeong-dong,
서울특별시,중구,명동,명동,명동2가,1102055,1114055000,19980914,1114012700,,Myeong-dong,
서울특별시,중구,명동,명동,남산동1가,1102055,1114055000,19980914,1114012800,,Myeong-dong,
서울특별시,중구,명동,명동,남산동2가,1102055,1114055000,19980914,1114012900,,Myeong-dong,
서울특별시,중구,명동,명동,남산동3가,1102055,1114055000,19980914,1114013000,,Myeong-dong,
서울특별시,중구,명동,명동,저동1가,1102055,1114055000,19980914,1114013100,,Myeong-dong,
서울특별시,중구,명동,명동,예장동,1102055,1114055000,19980914,1114014200,분할연계,Myeong-dong,
서울특별시,중구,필동,필동,충무로4가,1102057,1114057000,19980914,1114013200,분할연계,Pil-dong,
서울특별시,중구,필동,필동,충무로5가,1102057,1114057000,19980914,1114013300,분할연계,Pil-dong,
서울특별시,중구,필동,필동,묵정동,1102057,1114057000,19980914,1114013600,분할연계,Pil-dong,
서울특별시,중구,필동,필동,필동1가,1102057,1114057000,19980914,1114013700,,Pil-dong,
서울특별시,중구,필동,필동,필동2가,1102057,1114057000,19980914,1114013800,,Pil-dong,
서울특별시,중구,필동,필동,필동3가,1102057,1114057000,19980914,1114013900,,Pil-dong,
서울특별시,중구,필동,필동,남학동,1102057,1114057000,19980914,1114014000,,Pil-dong,
서울특별시,중구,필동,필동,주자동,1102057,1114057000,19980914,1114014100,,Pil-dong,
서울특별시,중구,필동,필동,예장동,1102057,1114057000,19980914,1114014200,분할연계,Pil-dong,
서울특별시,중구,필동,필동,장충동2가,1102057,1114057000,19980914,1114014400,분할연계,Pil-dong,
서울특별시,중구,필동,필동,충무로3가,1102057,1114057000,19980914,1114015800,,Pil-dong,
서울특별시,중구,장충동,장충동,묵정동,1102058,1114058000,19880423,1114013600,분할연계,Jangchung-dong,
서울특별시,중구,장충동,장충동,장충동1가,1102058,1114058000,19880423,1114014300,,Jangchung-dong,
서울특별시,중구,장충동,장충동,장충동2가,1102058,1114058000,19880423,1114014400,분할연계,Jangchung-dong,
서울특별시,중구,광희동,광희동,충무로4가,1102059,1114059000,19980914,1114013200,분할연계,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,충무로5가,1102059,1114059000,19980914,1114013300,분할연계,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,인현동2가,1102059,1114059000,19980914,1114013400,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,예관동,1102059,1114059000,19980914,1114013500,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,광희동1가,1102059,1114059000,19980914,1114014500,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,광희동2가,1102059,1114059000,19980914,1114014600,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,쌍림동,1102059,1114059000,19980914,1114014700,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,을지로6가,1102059,1114059000,19980914,1114014800,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,을지로7가,1102059,1114059000,19980914,1114014900,,Gwanghui-dong ,
서울특별시,중구,광희동,광희동,오장동,1102059,1114059000,19980914,1114015400,,Gwanghui-dong ,
서울특별시,중구,을지로동,을지로동,을지로4가,1102060,1114060500,20050315,1114015000,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,을지로5가,1102060,1114060500,20050315,1114015100,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,주교동,1102060,1114060500,20050315,1114015200,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,방산동,1102060,1114060500,20050315,1114015300,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,을지로3가,1102060,1114060500,20050315,1114015500,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,입정동,1102060,1114060500,20050315,1114015600,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,산림동,1102060,1114060500,20050315,1114015700,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,초동,1102060,1114060500,20050315,1114015900,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,인현동1가,1102060,1114060500,20050315,1114016000,,Euljiro-dong,
서울특별시,중구,을지로동,을지로동,저동2가,1102060,1114060500,20050315,1114016100,,Euljiro-dong,
서울특별시,중구,신당동,신당동,신당동,1102069,1114061500,20130720,1114016200,분할연계,Sindang-dong,
서울특별시,중구,신당동,신당동,흥인동,1102069,1114061500,20130720,1114016300,,Sindang-dong,
서울특별시,중구,신당동,신당동,무학동,1102069,1114061500,20130720,1114016400,,Sindang-dong,
서울특별시,중구,다산동,다산동,신당동,1102070,1114062500,20130720,1114016200,분할연계,Dasan-dong,
서울특별시,중구,약수동,약수동,신당동,1102071,1114063500,20130720,1114016200,분할연계,Yaksu-dong,
서울특별시,중구,청구동,청구동,신당동,1102072,1114064500,20130720,1114016200,분할연계,Cheonggu-dong,
서울특별시,중구,신당5동,신당제5동,신당동,1102065,1114065000,19880423,1114016200,분할연계,Sindang 5(o)-dong,
서울특별시,중구,동화동,동화동,신당동,1102073,1114066500,20130720,1114016200,분할연계,Donghwa-dong,
서울특별시,중구,황학동,황학동,황학동,1102067,1114067000,19880423,1114016500,,Hwanghak-dong,
서울특별시,중구,중림동,중림동,중림동,1102068,1114068000,19880423,1114017100,,Jungnim-dong,
서울특별시,중구,중림동,중림동,의주로2가,1102068,1114068000,19880423,1114017200,,Jungnim-dong,
서울특별시,중구,중림동,중림동,만리동1가,1102068,1114068000,19880423,1114017300,,Jungnim-dong,
서울특별시,중구,중림동,중림동,만리동2가,1102068,1114068000,19880423,1114017400,,Jungnim-dong,
서울특별시,용산구,후암동,후암동,후암동,1103051,1117051000,19880423,1117010100,,Huam-dong,
서울특별시,용산구,용산2가동,용산2가동,용산동2가,1103052,1117052000,19880423,1117010200,,Yongsan 2-ga-dong,
서울특별시,용산구,용산2가동,용산2가동,용산동4가,1103052,1117052000,19880423,1117010300,,Yongsan 2-ga-dong,
